Entity,Code,Day,p_avg_all_ages
Romania,ROU,2020-03-29,-2.06
Romania,ROU,2020-04-05,-0.34
Romania,ROU,2020-04-12,2.45
Romania,ROU,2020-04-19,1.61
Romania,ROU,2020-04-26,3.42
Romania,ROU,2020-05-03,-1.32
Romania,ROU,2020-05-10,2.07
Romania,ROU,2020-05-17,4.52
Romania,ROU,2020-05-24,-2.97
Romania,ROU,2020-05-31,-1.67
Romania,ROU,2020-06-07,5.09
Romania,ROU,2020-06-14,7.83
Romania,ROU,2020-06-21,-2.95
Romania,ROU,2020-06-28,5.05
Romania,ROU,2020-07-05,17.72
Romania,ROU,2020-07-12,8.67
Romania,ROU,2020-07-19,6.76
Romania,ROU,2020-07-26,6.57
Romania,ROU,2020-08-02,18.15
Romania,ROU,2020-08-09,17.51
Romania,ROU,2020-08-16,17.32
Romania,ROU,2020-08-23,18
Romania,ROU,2020-08-30,18.51
Romania,ROU,2020-09-06,15.71
Romania,ROU,2020-09-13,15.07
Romania,ROU,2020-09-20,15.25
Romania,ROU,2020-09-27,11.09
Romania,ROU,2020-10-04,11.41
Romania,ROU,2020-10-11,18.36
Romania,ROU,2020-10-18,23.41
Romania,ROU,2020-10-25,31.36
Romania,ROU,2020-11-01,39.79
Romania,ROU,2020-11-08,55.11
Romania,ROU,2020-11-15,59.62
Romania,ROU,2020-11-22,65.82
Romania,ROU,2020-11-29,67.94
Romania,ROU,2020-12-06,66.08
Romania,ROU,2020-12-13,55.01
Romania,ROU,2020-12-20,38.09
Romania,ROU,2020-12-27,34.23
Romania,ROU,2021-01-03,27.4
Romania,ROU,2021-01-10,14.48
Romania,ROU,2021-01-17,10.61
Romania,ROU,2021-01-24,19.42
Romania,ROU,2021-01-31,8.94
Romania,ROU,2021-02-07,8.04
Romania,ROU,2021-02-14,6.15
Romania,ROU,2021-02-21,6.02
Romania,ROU,2021-02-28,5.47
Romania,ROU,2021-03-07,10.4
Romania,ROU,2021-03-14,16.06
Romania,ROU,2021-03-21,26.12
Romania,ROU,2021-03-28,33.37
Romania,ROU,2021-04-04,36.6
Romania,ROU,2021-04-11,38.12
Romania,ROU,2021-04-18,39.92
Romania,ROU,2021-04-25,34.44
Romania,ROU,2021-05-02,31.94
Romania,ROU,2021-05-09,19.59
Romania,ROU,2021-05-16,18.77
Romania,ROU,2021-05-23,13.82
Romania,ROU,2021-05-30,5.83
Romania,ROU,2021-06-06,4.54
Romania,ROU,2021-06-13,4.36
Romania,ROU,2021-06-20,-1.03
Romania,ROU,2021-06-27,14.68
Romania,ROU,2021-07-04,4.86
Romania,ROU,2021-07-11,4.31
Romania,ROU,2021-07-18,9.74
Romania,ROU,2021-07-25,4.77
Romania,ROU,2021-08-01,7.77
Romania,ROU,2021-08-08,3.34
Romania,ROU,2021-08-15,-0.32
Romania,ROU,2021-08-22,4.17
Romania,ROU,2021-08-29,5.01
Romania,ROU,2021-09-05,6.41
Romania,ROU,2021-09-12,21.7
Romania,ROU,2021-09-19,36.89
Romania,ROU,2021-09-26,44.75
Romania,ROU,2021-10-03,64.35
Romania,ROU,2021-10-10,95.59
Romania,ROU,2021-10-17,121.16
Romania,ROU,2021-10-24,131.16
Romania,ROU,2021-10-31,128.97
Romania,ROU,2021-11-07,115.52
Romania,ROU,2021-11-14,78.22
Romania,ROU,2021-11-21,58.92
Romania,ROU,2021-11-28,38.43
Romania,ROU,2021-12-05,23.72
Romania,ROU,2021-12-12,14.99
Romania,ROU,2021-12-19,9.14
Romania,ROU,2021-12-26,9.45
Romania,ROU,2022-01-02,3.91
Romania,ROU,2022-01-09,-1.04
Romania,ROU,2022-01-16,-1.04
Romania,ROU,2022-01-23,3.54
Romania,ROU,2022-01-30,13.82
Romania,ROU,2022-02-06,27.32
Romania,ROU,2022-02-13,38.14
Romania,ROU,2022-02-20,36.52
Romania,ROU,2022-02-27,22.56
Romania,ROU,2022-03-06,12.94
Romania,ROU,2022-03-13,10.52
Romania,ROU,2022-03-20,4.34
Romania,ROU,2022-03-27,5.38
Romania,ROU,2022-04-03,10.83
Romania,ROU,2022-04-10,2.63
Romania,ROU,2022-04-17,3.33
Romania,ROU,2022-04-24,-1.58
Romania,ROU,2022-05-01,2.51
Romania,ROU,2022-05-08,-4
Romania,ROU,2022-05-15,2.58
Romania,ROU,2022-05-22,-1.03
Romania,ROU,2022-05-29,-6.51
Romania,ROU,2022-06-05,-1.84
Romania,ROU,2022-06-12,-7.24
Romania,ROU,2022-06-19,-9.12
Romania,ROU,2022-06-26,-7.64
Romania,ROU,2022-07-03,2.68
Romania,ROU,2022-07-10,0.26
Romania,ROU,2022-07-17,-4.66
Romania,ROU,2022-07-24,7.84
Romania,ROU,2022-07-31,11.84
Romania,ROU,2022-08-07,8.05
Romania,ROU,2022-08-14,9.05
Romania,ROU,2022-08-21,14.52
Romania,ROU,2022-08-28,14.42
Romania,ROU,2022-09-04,6.04
Romania,ROU,2022-09-11,2.62
Romania,ROU,2022-09-18,1.35
Romania,ROU,2022-09-25,4.51
Romania,ROU,2022-10-02,7.09
Romania,ROU,2022-10-09,-3.1
Romania,ROU,2022-10-16,-2.9
Romania,ROU,2022-10-23,-3.18
Romania,ROU,2022-10-30,-5.21
Romania,ROU,2022-11-06,-7.06
Romania,ROU,2022-11-13,-8.24
Romania,ROU,2022-11-20,-1.24
Romania,ROU,2022-11-27,-4.35
Romania,ROU,2022-12-04,-7.52
Romania,ROU,2022-12-11,-1.28
Romania,ROU,2022-12-18,-5.52
Romania,ROU,2022-12-25,-4.01
Romania,ROU,2023-01-01,-13.14
Romania,ROU,2023-01-08,-2.24
Romania,ROU,2023-01-15,-3.62
Romania,ROU,2023-01-22,-5.57
Romania,ROU,2023-01-29,-12.32
Romania,ROU,2023-02-05,-11.66
Romania,ROU,2023-02-12,-9.47
Romania,ROU,2023-02-19,-7.33
Romania,ROU,2023-02-26,-12.05
Romania,ROU,2023-03-05,-14.82
Romania,ROU,2023-03-12,-10.15
Romania,ROU,2023-03-19,-11.84
Romania,ROU,2023-03-26,-9.13
Romania,ROU,2023-04-02,-10.83
Romania,ROU,2023-04-09,-9.62
Romania,ROU,2023-04-16,-8.03
Romania,ROU,2023-04-23,-4.59
Romania,ROU,2023-04-30,-8.14
Romania,ROU,2023-05-07,-4.61
Romania,ROU,2023-05-14,-3.52
Romania,ROU,2023-05-21,0.15
Romania,ROU,2023-05-28,-4.91
Romania,ROU,2023-06-04,-11.12
Romania,ROU,2023-06-11,-6.49
Romania,ROU,2023-06-18,-11.58
Romania,ROU,2023-06-25,-6.32
Romania,ROU,2023-07-02,-13.66
Romania,ROU,2023-07-09,-7.42
Romania,ROU,2023-07-16,-4.08
Romania,ROU,2023-07-23,5.74
Romania,ROU,2023-07-30,-13.04
Romania,ROU,2023-08-06,-12.39
Romania,ROU,2023-08-13,-12.56
Romania,ROU,2023-08-20,-0.01
Romania,ROU,2023-08-27,5.4
Romania,ROU,2023-09-03,-0.4
Romania,ROU,2023-09-10,-9.01
Romania,ROU,2023-09-17,-5
Romania,ROU,2023-09-24,-2.95
Romania,ROU,2023-10-01,-8.2
Romania,ROU,2023-10-08,-9.39
Romania,ROU,2023-10-15,-6.09
Romania,ROU,2023-10-22,-7.33
Romania,ROU,2023-10-29,-5.54
Romania,ROU,2023-11-05,-9.77
Romania,ROU,2023-11-12,-9.78
Romania,ROU,2023-11-19,-12.38
Romania,ROU,2023-11-26,-8.59
Russia,RUS,2020-01-31,-7.26
Russia,RUS,2020-02-29,-2.2
Russia,RUS,2020-03-31,-4.9
Russia,RUS,2020-04-30,-1.14
Russia,RUS,2020-05-31,10.04
Russia,RUS,2020-06-30,11.54
Russia,RUS,2020-07-31,17.45
Russia,RUS,2020-08-31,9.08
Russia,RUS,2020-09-30,13.47
Russia,RUS,2020-10-31,40.37
Russia,RUS,2020-11-30,56.12
Russia,RUS,2020-12-31,49.23
Russia,RUS,2021-01-31,28.33
Russia,RUS,2021-02-28,13.21
Russia,RUS,2021-03-31,8.66
Russia,RUS,2021-04-30,5.73
Russia,RUS,2021-05-31,8.78
Russia,RUS,2021-06-30,24.81
Russia,RUS,2021-07-31,45.43
Russia,RUS,2021-08-31,40.94
Russia,RUS,2021-09-30,39.67
Russia,RUS,2021-10-31,73.23
Russia,RUS,2021-11-30,65.54
Russia,RUS,2021-12-31,33.52
Russia,RUS,2022-01-31,12.68
Russia,RUS,2022-02-28,31.66
Russia,RUS,2022-03-31,11.17
Russia,RUS,2022-04-30,-7.26
Russia,RUS,2022-05-31,-6.11
Russia,RUS,2022-06-30,-9.18
Russia,RUS,2022-07-31,-9.11
Russia,RUS,2022-08-31,-3.64
Russia,RUS,2022-09-30,3.91
Russia,RUS,2022-10-31,-1.68
Russia,RUS,2022-11-30,-2.56
Russia,RUS,2022-12-31,9.31
Russia,RUS,2023-01-31,-2.99
Russia,RUS,2023-02-28,-11.82
Russia,RUS,2023-03-31,-2.68
Russia,RUS,2023-04-30,-11.89
Russia,RUS,2023-05-31,-2.99
Russia,RUS,2023-06-30,-7.14
Russia,RUS,2023-07-31,-9.95
Russia,RUS,2023-08-31,-1.62
Russia,RUS,2023-09-30,-7.04
Russia,RUS,2023-10-31,-3.21
Russia,RUS,2023-11-30,-0.01
Saint Kitts and Nevis,KNA,2020-01-31,-20.55
Saint Kitts and Nevis,KNA,2020-02-29,-7.46
Saint Kitts and Nevis,KNA,2020-03-31,-6.21
Saint Kitts and Nevis,KNA,2020-04-30,-16.92
Saint Kitts and Nevis,KNA,2020-05-31,27.27
Saint Kitts and Nevis,KNA,2020-06-30,25.42
Saint Kitts and Nevis,KNA,2020-07-31,14.29
Saint Kitts and Nevis,KNA,2020-08-31,-13.85
Saint Kitts and Nevis,KNA,2020-09-30,-17.14
Saint Kitts and Nevis,KNA,2020-10-31,-2.29
Saint Kitts and Nevis,KNA,2020-11-30,-1.89
Saint Kitts and Nevis,KNA,2020-12-31,-0.8
Saint Kitts and Nevis,KNA,2021-01-31,36.99
Saint Kitts and Nevis,KNA,2021-02-28,-19.4
Saint Kitts and Nevis,KNA,2021-03-31,-25.52
Saint Kitts and Nevis,KNA,2021-04-30,-13.85
Saint Kitts and Nevis,KNA,2021-05-31,5.45
Saint Kitts and Nevis,KNA,2021-06-30,8.47
Saint Kitts and Nevis,KNA,2021-07-31,-3.76
Saint Kitts and Nevis,KNA,2021-08-31,29.23
Saint Kitts and Nevis,KNA,2021-09-30,68.57
Saint Kitts and Nevis,KNA,2021-10-31,55.73
Saint Kitts and Nevis,KNA,2021-11-30,47.17
Saint Kitts and Nevis,KNA,2021-12-31,21.6
Saint Kitts and Nevis,KNA,2022-01-31,91.78
Saint Kitts and Nevis,KNA,2022-02-28,19.4
Saint Kitts and Nevis,KNA,2022-03-31,7.59
Saint Kitts and Nevis,KNA,2022-04-30,7.69
Saint Kitts and Nevis,KNA,2022-05-31,5.45
Saint Kitts and Nevis,KNA,2022-06-30,28.81
Saint Kitts and Nevis,KNA,2022-07-31,-0.75
Saint Kitts and Nevis,KNA,2022-08-31,-1.54
Saint Kitts and Nevis,KNA,2022-09-30,-14.29
Saint Vincent and the Grenadines,VCT,2020-01-31,19.85
Saint Vincent and the Grenadines,VCT,2020-02-29,8.26
Saint Vincent and the Grenadines,VCT,2020-03-31,16.88
Saint Vincent and the Grenadines,VCT,2020-04-30,15.69
Saint Vincent and the Grenadines,VCT,2020-05-31,35.1
Saint Vincent and the Grenadines,VCT,2020-06-30,13.26
Saint Vincent and the Grenadines,VCT,2020-07-31,-4.11
Saint Vincent and the Grenadines,VCT,2020-08-31,6.06
Saint Vincent and the Grenadines,VCT,2020-09-30,7.06
Saint Vincent and the Grenadines,VCT,2020-10-31,8.97
Saint Vincent and the Grenadines,VCT,2020-11-30,18.42
Saint Vincent and the Grenadines,VCT,2020-12-31,-6.32
Saint Vincent and the Grenadines,VCT,2021-01-31,9.54
Saint Vincent and the Grenadines,VCT,2021-02-28,33.9
Saint Vincent and the Grenadines,VCT,2021-03-31,-11.69
Saint Vincent and the Grenadines,VCT,2021-04-30,13.03
Saint Vincent and the Grenadines,VCT,2021-05-31,21.17
Saint Vincent and the Grenadines,VCT,2021-06-30,4.97
Saint Vincent and the Grenadines,VCT,2021-07-31,2.74
Saint Vincent and the Grenadines,VCT,2021-08-31,11.89
Saint Vincent and the Grenadines,VCT,2021-09-30,24.15
Saint Vincent and the Grenadines,VCT,2021-10-31,106.41
Saint Vincent and the Grenadines,VCT,2021-11-30,34.21
Saint Vincent and the Grenadines,VCT,2021-12-31,53.4
San Marino,SMR,2020-01-31,-3.36
San Marino,SMR,2020-02-29,17.12
San Marino,SMR,2020-03-31,135.85
San Marino,SMR,2020-04-30,37.17
San Marino,SMR,2020-05-31,23.76
San Marino,SMR,2020-06-30,35.51
San Marino,SMR,2020-07-31,26.32
San Marino,SMR,2020-08-31,2.94
San Marino,SMR,2020-09-30,-9.09
San Marino,SMR,2020-10-31,30.21
San Marino,SMR,2020-11-30,23.81
San Marino,SMR,2020-12-31,110.28
San Marino,SMR,2021-01-31,-7.56
San Marino,SMR,2021-02-28,44.14
San Marino,SMR,2021-03-31,69.81
San Marino,SMR,2021-04-30,23.89
San Marino,SMR,2021-05-31,3.96
San Marino,SMR,2021-06-30,-6.54
San Marino,SMR,2021-07-31,26.32
San Marino,SMR,2021-08-31,7.84
San Marino,SMR,2021-09-30,16.16
San Marino,SMR,2021-10-31,35.42
San Marino,SMR,2021-11-30,9.52
San Marino,SMR,2021-12-31,63.55
San Marino,SMR,2022-01-31,38.66
San Marino,SMR,2022-02-28,-0.9
San Marino,SMR,2022-03-31,-10.38
San Marino,SMR,2022-04-30,-15.93
San Marino,SMR,2022-05-31,13.86
San Marino,SMR,2022-06-30,2.8
San Marino,SMR,2022-07-31,15.79
San Marino,SMR,2022-08-31,17.65
San Marino,SMR,2022-09-30,-24.24
San Marino,SMR,2022-10-31,30.21
San Marino,SMR,2022-11-30,-9.52
San Marino,SMR,2022-12-31,-6.54
San Marino,SMR,2023-01-31,17.65
San Marino,SMR,2023-02-28,30.63
San Marino,SMR,2023-03-31,36.79
San Marino,SMR,2023-04-30,-7.08
San Marino,SMR,2023-05-31,-15.84
San Marino,SMR,2023-06-30,-43.93
San Marino,SMR,2023-07-31,0
San Marino,SMR,2023-08-31,12.75
San Marino,SMR,2023-09-30,-4.04
San Marino,SMR,2023-10-31,40.62
Scotland,,2020-01-05,-9.01
Scotland,,2020-01-12,0.47
Scotland,,2020-01-19,-4.34
Scotland,,2020-01-26,-6.88
Scotland,,2020-02-02,-7.16
Scotland,,2020-02-09,-3.01
Scotland,,2020-02-16,-7.72
Scotland,,2020-02-23,-6.8
Scotland,,2020-03-01,0.53
Scotland,,2020-03-08,-1.68
Scotland,,2020-03-15,2.48
Scotland,,2020-03-22,6.75
Scotland,,2020-03-29,-3.51
Scotland,,2020-04-05,58.78
Scotland,,2020-04-12,79.85
Scotland,,2020-04-19,79.54
Scotland,,2020-04-26,68.94
Scotland,,2020-05-03,55.46
Scotland,,2020-05-10,38.75
Scotland,,2020-05-17,33.55
Scotland,,2020-05-24,17.28
Scotland,,2020-05-31,10.94
Scotland,,2020-06-07,3.5
Scotland,,2020-06-14,3.4
Scotland,,2020-06-21,4.47
Scotland,,2020-06-28,-1.75
Scotland,,2020-07-05,-3.44
Scotland,,2020-07-12,-4.7
Scotland,,2020-07-19,3.69
Scotland,,2020-07-26,-1.58
Scotland,,2020-08-02,4.89
Scotland,,2020-08-09,0.84
Scotland,,2020-08-16,-6.47
Scotland,,2020-08-23,4.68
Scotland,,2020-08-30,4.76
Scotland,,2020-09-06,6.28
Scotland,,2020-09-13,6.05
Scotland,,2020-09-20,-5.42
Scotland,,2020-09-27,-10.84
Scotland,,2020-10-04,15.24
Scotland,,2020-10-11,-0.63
Scotland,,2020-10-18,6.78
Scotland,,2020-10-25,12.79
Scotland,,2020-11-01,16.94
Scotland,,2020-11-08,13.12
Scotland,,2020-11-15,17.45
Scotland,,2020-11-22,20.33
Scotland,,2020-11-29,17.57
Scotland,,2020-12-06,13.72
Scotland,,2020-12-13,3.9
Scotland,,2020-12-20,1.97
Scotland,,2020-12-27,13.61
Scotland,,2021-01-03,11.07
Scotland,,2021-01-10,34.8
Scotland,,2021-01-17,-0.62
Scotland,,2021-01-24,12.81
Scotland,,2021-01-31,21.83
Scotland,,2021-02-07,17.69
Scotland,,2021-02-14,12.62
Scotland,,2021-02-21,12.93
Scotland,,2021-02-28,6.27
Scotland,,2021-03-07,3.37
Scotland,,2021-03-14,-6.8
Scotland,,2021-03-21,-4.7
Scotland,,2021-03-28,-2.09
Scotland,,2021-04-04,-13.07
Scotland,,2021-04-11,-3.68
Scotland,,2021-04-18,2.84
Scotland,,2021-04-25,4.2
Scotland,,2021-05-02,-4.31
Scotland,,2021-05-09,-11.62
Scotland,,2021-05-16,4.04
Scotland,,2021-05-23,-2.07
Scotland,,2021-05-30,5.03
Scotland,,2021-06-06,3.76
Scotland,,2021-06-13,8.9
Scotland,,2021-06-20,5.4
Scotland,,2021-06-27,3.49
Scotland,,2021-07-04,6.73
Scotland,,2021-07-11,6.78
Scotland,,2021-07-18,9.93
Scotland,,2021-07-25,13.03
Scotland,,2021-08-01,18.17
Scotland,,2021-08-08,7.9
Scotland,,2021-08-15,9.62
Scotland,,2021-08-22,18.02
Scotland,,2021-08-29,12.99
Scotland,,2021-09-05,20.02
Scotland,,2021-09-12,14.37
Scotland,,2021-09-19,24.9
Scotland,,2021-09-26,21.99
Scotland,,2021-10-03,19.94
Scotland,,2021-10-10,31.82
Scotland,,2021-10-17,24.68
Scotland,,2021-10-24,24.58
Scotland,,2021-10-31,27.52
Scotland,,2021-11-07,20.27
Scotland,,2021-11-14,21.09
Scotland,,2021-11-21,12.1
Scotland,,2021-11-28,13.79
Scotland,,2021-12-05,17.92
Scotland,,2021-12-12,16.36
Scotland,,2021-12-19,9.97
Scotland,,2021-12-26,5.11
Scotland,,2022-01-02,2.3
Scotland,,2022-01-09,-3.53
Scotland,,2022-01-16,-2.73
Scotland,,2022-01-23,-2.53
Scotland,,2022-01-30,-4.22
Scotland,,2022-02-06,-1.53
Scotland,,2022-02-13,-1.26
Scotland,,2022-02-20,-8.04
Scotland,,2022-02-27,-4.56
Scotland,,2022-03-06,2.34
Scotland,,2022-03-13,-0.54
Scotland,,2022-03-20,8.38
Scotland,,2022-03-27,11.39
Scotland,,2022-04-03,13.66
Scotland,,2022-04-10,12.53
Scotland,,2022-04-17,-4.44
Scotland,,2022-04-24,17.69
Scotland,,2022-05-01,16.67
Scotland,,2022-05-08,1.26
Scotland,,2022-05-15,20.29
Scotland,,2022-05-22,14.1
Scotland,,2022-05-29,5.22
Scotland,,2022-06-05,-16.6
Scotland,,2022-06-12,14.3
Scotland,,2022-06-19,18.6
Scotland,,2022-06-26,11.44
Scotland,,2022-07-03,10.82
Scotland,,2022-07-10,8.25
Scotland,,2022-07-17,15.49
Scotland,,2022-07-24,14.23
Scotland,,2022-07-31,21.04
Scotland,,2022-08-07,13.13
Scotland,,2022-08-14,13.5
Scotland,,2022-08-21,18.42
Scotland,,2022-08-28,8.69
Scotland,,2022-09-04,8.93
Scotland,,2022-09-11,14.27
Scotland,,2022-09-18,12.6
Scotland,,2022-09-25,-0.56
Scotland,,2022-10-02,19.46
Scotland,,2022-10-09,24.88
Scotland,,2022-10-16,17.17
Scotland,,2022-10-23,17.04
Scotland,,2022-10-30,22.58
Scotland,,2022-11-06,18.42
Scotland,,2022-11-13,11.76
Scotland,,2022-11-20,13.33
Scotland,,2022-11-27,12.46
Scotland,,2022-12-04,9.61
Scotland,,2022-12-11,14.16
Scotland,,2022-12-18,6.89
Scotland,,2022-12-25,26.65
Scotland,,2023-01-01,12.95
Scotland,,2023-01-08,20.38
Scotland,,2023-01-15,31.57
Scotland,,2023-01-22,25.4
Scotland,,2023-01-29,9.37
Scotland,,2023-02-05,5.58
Scotland,,2023-02-12,6
Scotland,,2023-02-19,2.37
Scotland,,2023-02-26,5.31
Scotland,,2023-03-05,5.17
Scotland,,2023-03-12,6.14
Scotland,,2023-03-19,12.15
Scotland,,2023-03-26,22.63
Scotland,,2023-04-02,12.95
Scotland,,2023-04-09,2.42
Scotland,,2023-04-16,15.2
Scotland,,2023-04-23,18.35
Scotland,,2023-04-30,10.88
Scotland,,2023-05-07,8.02
Scotland,,2023-05-14,4.72
Scotland,,2023-05-21,15.41
Scotland,,2023-05-28,3.88
Scotland,,2023-06-04,6.81
Scotland,,2023-06-11,8.43
Scotland,,2023-06-18,16.1
Scotland,,2023-06-25,3.39
Scotland,,2023-07-02,9.94
Scotland,,2023-07-09,4.91
Scotland,,2023-07-16,6.81
Scotland,,2023-07-23,3.69
Scotland,,2023-07-30,12.95
Scotland,,2023-08-06,11.22
Scotland,,2023-08-13,11.91
Scotland,,2023-08-20,11.27
Scotland,,2023-08-27,11.59
Scotland,,2023-09-03,7.81
Scotland,,2023-09-10,10.32
Scotland,,2023-09-17,-0.1
Scotland,,2023-09-24,11.27
Scotland,,2023-10-01,5.6
Scotland,,2023-10-08,10.33
Scotland,,2023-10-15,9.75
Scotland,,2023-10-22,12.05
Scotland,,2023-10-29,8.23
Scotland,,2023-11-05,10.08
Scotland,,2023-11-12,12.49
Scotland,,2023-11-19,10.08
Scotland,,2023-11-26,9.54
Scotland,,2023-12-03,7.04
Scotland,,2023-12-10,8.11
Scotland,,2023-12-17,4.47
Scotland,,2023-12-24,10.46
Scotland,,2023-12-31,-0.25
Serbia,SRB,2020-01-31,-5.68
Serbia,SRB,2020-02-29,-0.13
Serbia,SRB,2020-03-31,-1.99
Serbia,SRB,2020-04-30,2.89
Serbia,SRB,2020-05-31,-3.12
Serbia,SRB,2020-06-30,5.79
Serbia,SRB,2020-07-31,24.83
Serbia,SRB,2020-08-31,10.33
Serbia,SRB,2020-09-30,2.67
Serbia,SRB,2020-10-31,1.04
Serbia,SRB,2020-11-30,44.79
Serbia,SRB,2020-12-31,91.44
Serbia,SRB,2021-01-31,-0.61
Serbia,SRB,2021-02-28,10.29
Serbia,SRB,2021-03-31,40.26
Serbia,SRB,2021-04-30,49.55
Serbia,SRB,2021-05-31,28.37
Serbia,SRB,2021-06-30,17.06
Serbia,SRB,2021-07-31,5.5
Serbia,SRB,2021-08-31,8.04
Serbia,SRB,2021-09-30,48.13
Serbia,SRB,2021-10-31,72.71
Serbia,SRB,2021-11-30,83.67
Serbia,SRB,2021-12-31,38.85
Serbia,SRB,2022-01-31,8.69
Serbia,SRB,2022-02-28,42.06
Serbia,SRB,2022-03-31,21.83
Serbia,SRB,2022-04-30,0.17
Serbia,SRB,2022-05-31,2.3
Serbia,SRB,2022-06-30,-0.36
Serbia,SRB,2022-07-31,-1.63
Serbia,SRB,2022-08-31,17.14
Serbia,SRB,2022-09-30,12.66
Serbia,SRB,2022-10-31,-0.45
Serbia,SRB,2022-11-30,-3.62
Serbia,SRB,2022-12-31,-2.51
Serbia,SRB,2023-01-31,-10.58
Serbia,SRB,2023-02-28,-5.99
Serbia,SRB,2023-03-31,-6.35
Serbia,SRB,2023-04-30,-11.54
Serbia,SRB,2023-05-31,-0.52
Serbia,SRB,2023-06-30,-6.22
Serbia,SRB,2023-07-31,-3.36
Serbia,SRB,2023-08-31,-2.51
Serbia,SRB,2023-09-30,-6.93
Serbia,SRB,2023-10-31,-0.76
Serbia,SRB,2023-11-30,-1.17
Seychelles,SYC,2020-01-31,5.18
Seychelles,SYC,2020-02-29,3.04
Seychelles,SYC,2020-03-31,-9.24
Seychelles,SYC,2020-04-30,-10.88
Seychelles,SYC,2020-05-31,-35.53
Seychelles,SYC,2020-06-30,-18.5
Seychelles,SYC,2020-07-31,-12.77
Seychelles,SYC,2020-08-31,-18.3
Seychelles,SYC,2020-09-30,-8.16
Seychelles,SYC,2020-10-31,-38.57
Seychelles,SYC,2020-11-30,-1.2
Seychelles,SYC,2020-12-31,0.31
Seychelles,SYC,2021-01-31,11.65
Seychelles,SYC,2021-02-28,31.76
Seychelles,SYC,2021-03-31,17.83
Seychelles,SYC,2021-04-30,-4.83
Seychelles,SYC,2021-05-31,43.08
Seychelles,SYC,2021-06-30,69.28
Seychelles,SYC,2021-07-31,52.65
Seychelles,SYC,2021-08-31,7.84
Seychelles,SYC,2021-09-30,22.45
Seychelles,SYC,2021-10-31,2.86
Seychelles,SYC,2021-11-30,-11.68
Seychelles,SYC,2021-12-31,17.55
Seychelles,SYC,2022-01-31,79.61
Seychelles,SYC,2022-02-28,28.38
Seychelles,SYC,2022-03-31,17.83
Seychelles,SYC,2022-04-30,14.8
Seychelles,SYC,2022-05-31,25.79
Seychelles,SYC,2022-06-30,25.39
Seychelles,SYC,2022-07-31,21.5
Seychelles,SYC,2022-08-31,24.18
Seychelles,SYC,2022-09-30,7.14
Seychelles,SYC,2022-10-31,15.71
Seychelles,SYC,2022-11-30,7.78
Seychelles,SYC,2022-12-31,15.99
Singapore,SGP,2020-01-31,17.71
Singapore,SGP,2020-02-29,10.92
Singapore,SGP,2020-03-31,6.79
Singapore,SGP,2020-04-30,14.32
Singapore,SGP,2020-05-31,4.68
Singapore,SGP,2020-06-30,-0.17
Singapore,SGP,2020-07-31,-3.11
Singapore,SGP,2020-08-31,5.48
Singapore,SGP,2020-09-30,8.29
Singapore,SGP,2020-10-31,1.65
Singapore,SGP,2020-11-30,7.53
Singapore,SGP,2020-12-31,5.47
Singapore,SGP,2021-01-31,5.33
Singapore,SGP,2021-02-28,11.36
Singapore,SGP,2021-03-31,8.65
Singapore,SGP,2021-04-30,15.81
Singapore,SGP,2021-05-31,10.32
Singapore,SGP,2021-06-30,9.81
Singapore,SGP,2021-07-31,10.06
Singapore,SGP,2021-08-31,11.55
Singapore,SGP,2021-09-30,21.52
Singapore,SGP,2021-10-31,43.12
Singapore,SGP,2021-11-30,42.62
Singapore,SGP,2021-12-31,20.06
Singapore,SGP,2022-01-31,11.57
Singapore,SGP,2022-02-28,34.4
Singapore,SGP,2022-03-31,49.59
Singapore,SGP,2022-04-30,27.76
Singapore,SGP,2022-05-31,25.63
Singapore,SGP,2022-06-30,19.61
Singapore,SGP,2022-07-31,31.71
Singapore,SGP,2022-08-31,33.04
Singapore,SGP,2022-09-30,31.42
Singapore,SGP,2022-10-31,36.17
Singapore,SGP,2022-11-30,31.33
Singapore,SGP,2022-12-31,27.18
Singapore,SGP,2023-01-31,28.35
Singapore,SGP,2023-02-28,31.94
Singapore,SGP,2023-03-31,28.13
Singapore,SGP,2023-04-30,40.91
Singapore,SGP,2023-05-31,36.86
Singapore,SGP,2023-06-30,25.17
Singapore,SGP,2023-07-31,18.76
Singapore,SGP,2023-08-31,25.33
Singapore,SGP,2023-09-30,30.67
Slovakia,SVK,2020-01-05,-1.02
Slovakia,SVK,2020-01-12,-4.21
Slovakia,SVK,2020-01-19,-9.5
Slovakia,SVK,2020-01-26,-4.6
Slovakia,SVK,2020-02-02,-5.08
Slovakia,SVK,2020-02-09,-7.74
Slovakia,SVK,2020-02-16,-0.62
Slovakia,SVK,2020-02-23,-8.57
Slovakia,SVK,2020-03-01,-3.32
Slovakia,SVK,2020-03-08,-1.34
Slovakia,SVK,2020-03-15,1.83
Slovakia,SVK,2020-03-22,9.93
Slovakia,SVK,2020-03-29,0.25
Slovakia,SVK,2020-04-05,6.4
Slovakia,SVK,2020-04-12,-4.07
Slovakia,SVK,2020-04-19,-4.76
Slovakia,SVK,2020-04-26,-3.15
Slovakia,SVK,2020-05-03,-0.94
Slovakia,SVK,2020-05-10,5.3
Slovakia,SVK,2020-05-17,3.69
Slovakia,SVK,2020-05-24,-0.79
Slovakia,SVK,2020-05-31,-4.26
Slovakia,SVK,2020-06-07,4.42
Slovakia,SVK,2020-06-14,0.91
